"movie_name","movie_url","score","evalue_users","year","other"
"电锯惊魂（豆瓣）","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1417598/",8.6,172050,2004," 美国 / 澳大利亚 / 犯罪 / 悬疑 / 惊悚"
"杀人回忆（豆瓣）","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1300299/",8.6,165044,2003," 韩国 / 犯罪 / 剧情 / 悬疑 / 惊悚"
"人工智能 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1302827/",8.6,163820,2001," 美国 / 冒险 / 剧情 / 科幻"
"穿越时空的少女 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1937946/",8.6,156941,2006," 日本 / 剧情 / 爱情 / 科幻 / 动画"
"撞车 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1388216/",8.6,152135,2004," 美国 / 德国 / 犯罪 / 剧情"
"海盗电台 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3007773/",8.6,150404,2009," 英国 / 德国 / 法国 / 剧情 / 喜剧 / 音乐"
"时空恋旅人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10577869/",8.6,149795,2013," 英国 / 剧情 / 爱情 / 奇幻"
"达拉斯买家俱乐部 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1793929/",8.6,134948,2013," 美国 / 剧情 / 传记 / 同性"
"7号房的礼物 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10777687/",8.6,132424,2013," 韩国 / 剧情 / 喜剧 / 家庭"
"可可西里 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1308857/",8.6,110535,2004," 中国大陆 / 香港 / 剧情"
"心迷宫 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/25917973/",8.6,109859,2015," 中国大陆 / 剧情 / 犯罪 / 悬疑"
"荒野生存 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1905462/",8.6,109510,2007," 美国 / 冒险 / 传记 / 剧情"
"卡萨布兰卡 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1296753/",8.6,105357,1942," 美国 / 剧情 / 爱情 / 战争"
"非常嫌疑犯 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292214/",8.6,96343,1995," 德国 / 美国 / 剧情 / 犯罪 / 悬疑 / 惊悚"
"燕尾蝶 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1307793/",8.6,95851,1996," 日本 / 犯罪 / 剧情"
"巴黎淘气帮 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3157605/",8.6,94558,2013," 法国 / 比利时 / 儿童 / 喜剧 / 家庭"
"叫我第一名 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/4798888/",8.6,92633,2008," 美国 / 剧情 / 传记"
"蝴蝶 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292056/",8.6,85332,2002," 法国 / 剧情 / 儿童 / 喜剧"
"末路狂花 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291992/",8.6,83104,1991," 美国 / 法国 / 犯罪 / 剧情 / 惊悚"
"上帝也疯狂 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1297478/",8.6,82106,1980," 博茨瓦纳 / 南非 / 喜剧"
"牯岭街少年杀人事件 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292329/",8.6,80195,1991," 台湾 / 剧情 / 犯罪"
"枪火 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1300741/",8.6,78494,1999," 香港 / 剧情 / 动作 / 犯罪"
"东邪西毒：终极版 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3726072/",8.6,76470,2009," 香港 / 中国大陆 / 台湾 / 剧情 / 动作 / 爱情"
"2001太空漫游 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292226/",8.6,74393,1968," 美国 / 英国 / 剧情 / 科幻 / 悬疑 / 冒险"
"不一样的天空 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1301617/",8.6,70991,1993," 美国 / 剧情 / 爱情 / 家庭"
"完美陌生人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/26614893/",8.6,68917,2016," 意大利 / 剧情 / 喜剧"
"洛城机密 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292348/",8.6,68256,1997," 美国 / 犯罪 / 剧情 / 悬疑 / 惊悚"
"我们俩 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1756073/",8.6,64789,2005," 中国大陆 / 剧情"
"我在伊朗长大 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1962116/",8.6,64710,2007," 法国 / 美国 / 动画 / 传记 / 剧情 / 战争"
"黑天鹅 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1978709/",8.5,363207,2010," 美国 / 剧情 / 惊悚"
"贫民窟的百万富翁 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2209573/",8.5,354394,2009," 英国 / 美国 / 剧情 / 爱情"
"神偷奶爸 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3287562/",8.5,317807,2010," 美国 / 儿童 / 喜剧 / 动画"
"加勒比海盗 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1298070/",8.5,284454,2003," 美国 / 动作 / 冒险 / 奇幻"
"断背山 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1418834/",8.5,272223,2005," 美国 / 加拿大 / 剧情 / 爱情 / 同性 / 家庭"
"真爱至上 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292401/",8.5,268288,2003," 英国 / 美国 / 喜剧 / 剧情 / 爱情"
"蝙蝠侠：黑暗骑士崛起 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3395373/",8.5,253142,2012," 美国 / 英国 / 剧情 / 动作 / 科幻 / 犯罪 / 惊悚"
"朗读者 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2213597/",8.5,245835,2008," 美国 / 德国 / 剧情 / 爱情"
"记忆碎片 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1304447/",8.5,236798,2000," 美国 / 犯罪 / 剧情 / 悬疑 / 惊悚"
"恋恋笔记本 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1309163/",8.5,232249,2004," 美国 / 剧情 / 爱情"
"被解救的姜戈 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/6307447/",8.5,222956,2013," 美国 / 剧情 / 动作 / 西部 / 冒险"
"东邪西毒 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292328/",8.5,215765,1994," 香港 / 台湾 / 剧情 / 动作 / 爱情 / 武侠 / 古装"
"猜火车 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292528/",8.5,210938,1996," 英国 / 犯罪 / 剧情"
"倩女幽魂 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1297447/",8.5,204680,2011," 香港 / 剧情 / 爱情 / 武侠 / 古装"
"模仿游戏 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10463953/",8.5,203982,2015," 英国 / 美国 / 剧情 / 传记 / 战争 / 同性"
"悲惨世界 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/6860160/",8.5,194730,2013," 美国 / 英国 / 剧情 / 爱情 / 音乐"
"疯狂的麦克斯4：狂暴之路 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3592854/",8.5,176759,2015," 澳大利亚 / 美国 / 动作 / 科幻 / 冒险"
"谍影重重 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1304102/",8.5,163377,2002," 美国 / 德国 / 捷克 / 动作 / 悬疑 / 冒险"
"战争之王 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1419936/",8.5,150088,2005," 美国 / 法国 / 剧情 / 犯罪"
"这个男人来自地球 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2300586/",8.5,144379,2007," 美国 / 剧情 / 科幻"
"阿飞正传 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1305690/",8.5,143385,1990," 香港 / 犯罪 / 剧情 / 爱情"
"谍影重重2 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1308767/",8.5,133447,2004," 美国 / 德国 / 动作 / 悬疑 / 冒险"
"E.T. 外星人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1294638/",8.5,129458,1982," 美国 / 剧情 / 科幻 / 奇幻 / 冒险"
"再次出发之纽约遇见你 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/6874403/",8.5,127062,2015," 美国 / 喜剧 / 爱情 / 音乐"
"勇闯夺命岛 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292728/",8.5,122211,1996," 美国 / 动作 / 冒险"
"月球 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3073124/",8.5,119271,2009," 英国 / 剧情 / 悬疑 / 科幻"
"终结者2：审判日 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291844/",8.5,118991,2016," 美国 / 法国 / 动作 / 科幻"
"少年时代 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2209575/",8.5,118453,2014," 美国 / 剧情 / 家庭"
"开心家族 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/6019180/",8.5,114448,2011," 韩国 / 剧情 / 喜剧 / 家庭"
"麦兜故事 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1302476/",8.5,111741,2001," 香港 / 剧情 / 喜剧 / 动画"
"血钻 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1428175/",8.5,106398,2006," 美国 / 德国 / 剧情 / 惊悚 / 冒险"
"遗愿清单 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1867345/",8.5,103170,2007," 美国 / 冒险 / 喜剧 / 剧情"
"偷拐抢骗 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1301171/",8.5,98745,2000," 英国 / 美国 / 喜剧 / 犯罪"
"黑鹰坠落 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291824/",8.5,90805,2002," 美国 / 动作 / 历史 / 战争"
"廊桥遗梦 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293929/",8.5,80040,1995," 美国 / 剧情 / 爱情"
"海街日记 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/25895901/",8.5,79507,2015," 日本 / 剧情 / 家庭"
"千年女优 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1307394/",8.5,74074,2001," 日本 / 动画 / 剧情 / 爱情"
"时时刻刻 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1305666/",8.5,71237,2002," 美国 / 英国 / 剧情 / 传记"
"茜茜公主 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1304056/",8.5,68348,1955," 奥地利 / 喜剧 / 剧情 / 历史 / 爱情"
"哪啊哪啊神去村 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/24741412/",8.5,68221,2014," 日本 / 剧情 / 喜剧"
"天水围的日与夜 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3077668/",8.5,63785,2008," 香港 / 剧情"
"少年斯派维的奇异旅行 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/6985803/",8.5,62882,2013," 法国 / 澳大利亚 / 加拿大 / 剧情 / 家庭 / 冒险"
"岁月的童话 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291588/",8.5,61066,1991," 日本 / 剧情 / 爱情 / 动画"
"王牌特工：特工学院 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/24405378/",8.4,285412,2015," 英国 / 美国 / 喜剧 / 动作 / 犯罪 / 冒险"
"火星救援 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/25864085/",8.4,254017,2015," 美国 / 英国 / 剧情 / 科幻 / 冒险"
"傲慢与偏见 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1418200/",8.4,252701,2005," 法国 / 英国 / 美国 / 剧情 / 爱情"
"香水 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1760622/",8.4,236534,2006," 德国 / 法国 / 西班牙 / 美国 / 剧情 / 犯罪 / 奇幻"
"秒速5厘米 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2043546/",8.4,235283,2007," 日本 / 动画 / 剧情 / 爱情"
"冰川时代 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291578/",8.4,235108,2002," 美国 / 喜剧 / 动画 / 冒险"
"里约大冒险 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3731581/",8.4,207481,2011," 美国 / 喜剧 / 动画 / 冒险"
"花样年华 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291557/",8.4,196573,2000," 香港 / 法国 / 剧情 / 爱情"
"穆赫兰道 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292217/",8.4,194295,2001," 法国 / 美国 / 剧情 / 悬疑 / 惊悚"
"速度与激情5 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/4286017/",8.4,191200,2011," 美国 / 动作 / 犯罪 / 剧情 / 惊悚"
"无耻混蛋 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1438652/",8.4,190663,2009," 美国 / 德国 / 剧情 / 犯罪"
"变脸 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292659/",8.4,185612,1997," 美国 / 动作 / 科幻 / 犯罪"
"魔女宅急便 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1307811/",8.4,159640,1989," 日本 / 动画 / 奇幻 / 冒险"
"发条橙 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292233/",8.4,159311,1971," 英国 / 美国 / 犯罪 / 剧情 / 科幻"
"美国丽人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292062/",8.4,158069,1999," 美国 / 剧情 / 家庭"
"英国病人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291853/",8.4,155517,1996," 美国 / 英国 / 爱情 / 剧情 / 战争"
"新龙门客栈 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292287/",8.4,153364,2012," 香港 / 中国大陆 / 剧情 / 动作 / 武侠 / 古装"
"黑客帝国3：矩阵革命 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1302467/",8.4,128310,2003," 美国 / 澳大利亚 / 动作 / 科幻"
"罪恶之城（豆瓣）","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1309027/",8.4,125229,2005," 美国 / 动作 / 犯罪 / 惊悚"
"暖暖内含光 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1308777/",8.4,123786,2004," 美国 / 剧情 / 爱情 / 奇幻"
"角斗士 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293530/",8.4,111923,2000," 英国 / 美国 / 剧情 / 动作 / 历史 / 冒险"
"荒岛余生 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1298653/",8.4,110045,2000," 美国 / 冒险 / 剧情"
"导盲犬小Q (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1316572/",8.4,105681,2004," 日本 / 剧情"
"暗战 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1298898/",8.4,100364,1999," 香港 / 动作 / 剧情 / 犯罪"
"了不起的狐狸爸爸 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1759386/",8.4,98370,2009," 美国 / 动画 / 冒险 / 喜剧 / 家庭"
"弱点 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3552028/",8.4,93025,2009," 美国 / 剧情 / 家庭 / 传记 / 运动"
"出租车司机 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292222/",8.4,88667,1976," 美国 / 剧情 / 犯罪"
"她比烟花寂寞 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293708/",8.4,87318,1998," 英国 / 传记 / 剧情 / 音乐"
"百万美元宝贝 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1309016/",8.4,84960,2004," 美国 / 剧情 / 运动"
"麦兜当当伴我心 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10772258/",8.4,71578,2012," 中国大陆 / 香港 / 喜剧 / 动画"
"艺术家 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/6097775/",8.4,71119,2012," 法国 / 比利时 / 美国 / 剧情 / 喜剧 / 爱情"
"万箭穿心 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10537853/",8.4,62632,2012," 中国大陆 / 剧情 / 家庭"
"回到未来 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1300555/",8.4,60520,1985," 美国 / 喜剧 / 科幻 / 冒险"
"初恋这件小事 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/4739952/",8.3,392390,2012," 泰国 / 喜剧 / 爱情"
"源代码 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3075287/",8.3,354494,2011," 美国 / 加拿大 / 剧情 / 动作 / 科幻 / 犯罪 / 惊悚"
"国王的演讲 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/4023638/",8.3,291472,2012," 英国 / 澳大利亚 / 美国 / 剧情 / 传记 / 历史"
"冰雪奇缘 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/4202982/",8.3,259757,2014," 美国 / 喜剧 / 动画 / 奇幻 / 冒险"
"唐伯虎点秋香 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1306249/",8.3,254173,1993," 香港 / 喜剧 / 爱情 / 古装"
"恐怖游轮 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3011051/",8.3,250631,2009," 英国 / 澳大利亚 / 剧情 / 悬疑 / 惊悚"
"喜剧之王 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1302425/",8.3,242016,1999," 香港 / 喜剧 / 剧情 / 爱情"
"速度与激情7 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/23761370/",8.3,229268,2015," 美国 / 中国大陆 / 日本 / 动作 / 犯罪"
"亲爱的 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/25798222/",8.3,223422,2014," 中国大陆 / 香港 / 剧情 / 家庭"
"爱在暹罗 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2365260/",8.3,198513,2007," 泰国 / 剧情 / 爱情 / 同性 / 家庭"
"她 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/6722879/",8.3,190073,2013," 美国 / 剧情 / 爱情 / 科幻"
"青蛇 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1303394/",8.3,180750,1993," 香港 / 剧情 / 奇幻 / 古装"
"曾经 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2053515/",8.3,178034,2006," 爱尔兰 / 剧情 / 音乐 / 爱情"
"夜访吸血鬼 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1299327/",8.3,173073,1994," 美国 / 剧情 / 奇幻 / 惊悚"
"釜山行 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/25986180/",8.3,158134,2016," 韩国 / 动作 / 惊悚 / 灾难"
"钢的琴 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/4876722/",8.3,150546,2011," 中国大陆 / 剧情 / 喜剧"
"冰川时代3 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2357162/",8.3,140738,2009," 美国 / 喜剧 / 动画 / 冒险"
"我的个神啊 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10741643/",8.3,136697,2015," 印度 / 喜剧 / 奇幻"
"彗星来的那一夜 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/25807345/",8.3,125460,2013," 美国 / 英国 / 科幻 / 悬疑 / 惊悚"
"黑客帝国2：重装上阵 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1304141/",8.3,122097,2003," 美国 / 澳大利亚 / 动作 / 科幻"
"白日梦想家 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2133323/",8.3,116051,2013," 美国 / 剧情 / 喜剧 / 冒险"
"八月迷情 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1844413/",8.3,114768,2009," 美国 / 剧情 / 音乐 / 爱情"
"巴黎，我爱你 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1783772/",8.3,114505,2006," 法国 / 德国 / 列支敦士登 / 瑞士 / 剧情 / 爱情"
"奇怪的她 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/24879820/",8.3,106839,2014," 韩国 / 喜剧 / 奇幻"
"天生一对 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1297102/",8.3,98368,1998," 美国 / 剧情 / 儿童 / 喜剧 / 爱情 / 家庭"
"嫌疑人X的献身 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2369845/",8.3,94429,2008," 日本 / 犯罪 / 剧情 / 悬疑"
"换子疑云 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2028666/",8.3,88893,2008," 美国 / 剧情 / 悬疑 / 惊悚"
"神探 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/2027938/",8.3,88054,2007," 香港 / 动作 / 犯罪 / 惊悚"
"买凶拍人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1300616/",8.3,83584,2001," 香港 / 犯罪 / 动作 / 喜剧"
"八恶人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/25787888/",8.3,82733,2015," 美国 / 剧情 / 犯罪 / 西部"
"阿黛尔的生活 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10535568/",8.3,81881,2013," 法国 / 比利时 / 西班牙 / 突尼斯 / 剧情 / 爱情 / 同性"
"红猪 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291838/",8.3,79420,1992," 日本 / 动画 / 冒险 / 奇幻 / 爱情"
"兵临城下 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1301726/",8.3,77334,2001," 美国 / 德国 / 英国 / 爱尔兰 / 剧情 / 历史 / 惊悚 / 战争"
"热血警探 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1806555/",8.3,74316,2007," 美国 / 法国 / 英国 / 喜剧 / 动作"
"一级恐惧 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1296217/",8.3,73515,1996," 美国 / 犯罪 / 剧情 / 悬疑 / 惊悚"
"追击者 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3006309/",8.3,73342,2008," 韩国 / 犯罪 / 剧情 / 惊悚"
"美女与野兽 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1297995/",8.3,64986,1991," 美国 / 喜剧 / 爱情 / 动画 / 歌舞 / 奇幻"
"黄海 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3743114/",8.3,60972,2010," 韩国 / 美国 / 香港 / 剧情 / 动作 / 犯罪"
"黑暗中的舞者 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291562/",8.3,60718,2000," 丹麦 / 西班牙 / 阿根廷 / 德国 / 荷兰 / 意大利 / 美国 / 英国 / 法国 / 瑞典 / 芬兰 / 冰岛 / 挪威 / 剧情 / 歌舞"
"控方证人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1296141/",9.5,52322,1957," 美国 / 剧情 / 犯罪 / 悬疑"
"城市之光 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293908/",9.2,33266,1931," 美国 / 喜剧 / 剧情 / 爱情"
"爱·回家 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1299361/",9.1,39565,2002," 韩国 / 剧情 / 儿童 / 家庭"
"东京物语 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291568/",9.1,38585,1953," 日本 / 剧情 / 家庭"
"我爱你 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/5908478/",9,43701,2011," 韩国 / 剧情 / 爱情"
"忠犬八公物语 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1959195/",9,41999,1987," 日本 / 剧情"
"与狼共舞 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1293764/",8.9,49477,1990," 美国 / 冒险 / 剧情 / 西部"
"天书奇谭 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1428581/",8.9,43056,1983," 中国大陆 / 动画"
"伴我同行 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1292925/",8.9,42345,1986," 美国 / 剧情 / 儿童 / 冒险"
"攻壳机动队 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1291936/",8.9,40407,1995," 日本 / 动画 / 动作 / 科幻 / 奇幻 / 惊悚"
"偷自行车的人 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/1295873/",8.9,33457,1948," 意大利 / 犯罪 / 剧情"
"刺猬的优雅 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3824274/",8.8,48544,2009," 法国 / 意大利 / 剧情"
"赛德克·巴莱(上)：太阳旗 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/10450409/",8.8,48297,2011," 台湾 / 剧情 / 历史 / 战争"
"相助 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3792848/",8.8,47761,2011," 美国 / 印度 / 阿联酋 / 剧情"
"自闭历程 (豆瓣)","http://link.zhihu.com/?target=https%3A//movie.douban.com/subject/3236904/",8.8,38484,2010," 美国 / 剧情 / 传记"
